subzone_n,pln_area_n,beach_area,business_2,educational_institution,utility,special_use,waterbody,port_/_airport,park,road,business_1_-_white,commercial,light_rapid_transit,transport_facilities,health_&_medical_care,commercial_/_institution,business_1,residential,sports_&_recreation,commercial_&_residential,mass_rapid_transit,civic_&_community_institution,open_space,residential_with_commercial_at_1st_storey,cemetery,reserve_site,white,place_of_worship,business_2_-_white,hotel,residential_/_institution,business_park_-_white,business_park,agriculture,pri_classification
GOODWOOD PARK,NEWTON,0,0,0,0,0,4964.38100937937,0,0,51848.5815767773,0,0,0,0,0,0,0,97457.1634673248,0,4146.4787030248,0,3683.7330230528,0,0,0,183421.871013157,0,3215.43080829809,0,2567.60450218251,0,0,0,0,RESERVE SITE
ISTANA NEGARA,NEWTON,0,0,0,25795.6499812985,0,0,0,30294.1628849632,48719.2166257806,0,0.00775946312683011,0,0,0,0,0,1220.50505206792,0,0,0,405964.327563899,0.000592515636664455,0,0,31489.8073253406,0,0,0,0,0,0,0,0,CIVIC & COMMUNITY INSTITUTION
MONK'S HILL,NEWTON,0,0,39110.6834679563,2160.40501277408,0,0,0,0,37539.0406573931,0,0,0,2352.64362172944,0,0,0,58795.3775457005,0,0,0,0,27648.4811129842,0,0,5048.23057217502,0,0,0,0,0,0,0,0,RESIDENTIAL
NEWTON CIRCUS,NEWTON,0,0,0,0,0,1409.89020391071,0,0,65562.6261125491,0,12413.3938942742,0,0,0,0,0,9622.46728442727,0,0,0,8.38332270506566,0,15384.0916847091,0,101942.310201724,0,0,0,7175.517025068,0,0,0,0,RESERVE SITE
ORANGE GROVE,NEWTON,0,0,40124.2908875139,946.108327283038,0,0,0,0,64629.8640327137,0,933.305673798952,0,0,0,0,0,198179.095116405,28641.7581986568,1.96690658636297,0,0,0,0,0,2751.22001015831,0,0,0,13.8631909139778,0,0,0,0,RESIDENTIAL
NORTH-EASTERN ISLANDS,NORTH-EASTERN ISLANDS,0,0,0,35904.894173802,717249.205548621,792468.246806088,0,0,0,0,0,0,0,0,0,0,0,474550.815487947,0,0,0,25659816.5477535,0,0,39373698.4668365,0,0,0,0,0,0,0,196804.963874801,RESERVE SITE
BALESTIER,NOVENA,0,0,66291.1180567061,1285.62009525275,0,80562.7744715085,0,22303.9600272255,464039.578368568,0,7221.20342479336,0,11124.9746403174,35618.4640163098,0,30607.0299300486,938895.951884459,13893.4576633813,104302.819493851,0,64390.4480085023,3291.9566233963,7843.5178594996,0,25892.505022993,0,26534.7674185783,0,22521.7760002554,0,0,0,0,RESIDENTIAL
DUNEARN,NOVENA,0,0,0,581.768106999623,0,18177.4018093645,0,10526.3662491547,293892.472827505,0,4850.57873742973,0,3731.28823847601,0,0,0,821035.711338565,17846.3805966605,0,0,15567.6252650103,0,0,27597.6785476574,15514.2624329265,0,572.856653530166,0,0,0,0,0,0,RESIDENTIAL
MALCOLM,NOVENA,0,0,204345.592515892,5275.61194797709,0,15029.8638571815,0,16796.1545018066,248104.620834993,0,0,0,22370.7425975901,3913.52193821908,0,0,767890.044779414,0,0,0,4933.17770422791,0,0,30452.538160575,0,0,0,0,0,0,0,0,0,RESIDENTIAL
MOULMEIN,NOVENA,0,0,43503.032497766,19326.1142089847,0,7667.95383949239,0,12765.2348846887,342701.042429635,0,67497.2870781219,0,4338.06521595704,124293.347698821,0,0,653678.342397488,0,1468.04442743776,0,10180.084897495,985.472669365504,7806.25041312056,0,0,14533.8012745209,23763.4748268234,0,12948.4630507883,0,0,0,0,RESIDENTIAL
MOUNT PLEASANT,NOVENA,0,0,0,342.803091632304,0,16476.996374316,0,0,414699.612504707,0,0,0,4301.21156623027,0,0,0,1560677.63045697,91885.9538538497,0,0,69784.9740694253,0,0,900251.693045272,86506.773206492,0,0,0,0,0,0,0,0,RESIDENTIAL
BOULEVARD,ORCHARD,0,0,0,0,0,0,0,0,132039.012848066,0,150507.798992811,0,0,0,0,0,34851.7917234988,3.26812627130671,21348.6695228462,0,0,0,0,0,10170.1497510814,0,0,0,111629.749978559,0,0,0,0,COMMERCIAL
SOMERSET,ORCHARD,0,0,0,989.368653778897,0,0,0,513.997656459859,114285.373672198,0,128384.627728916,0,0,0,0,0,0.013292031231396,0,26201.8021753046,0,761.408661879025,2412.05249739319,4.07103852626277,0,16967.574417594,0,0,0,38917.6495011212,0,0,0,0,COMMERCIAL
TANGLIN,ORCHARD,0,0,0,0,0,0,0,0,51331.7965898248,0,17231.9438034674,0,0,0,0,0,30028.3909530865,0,28525.1941583096,0,4340.18134444464,0,0,0,0,0,0,0,36079.525029126,0,0,0,0,ROAD
CHINA SQUARE,OUTRAM,0,0,0,0,0,0,0,0,35957.8530528039,0,36914.5565949662,0,0,0,0,0,0,0,20798.1189074122,0,326.543340545351,4356.31684807878,0,0,0,27694.6582071719,0,0,6958.88907346365,0,0,0,0,COMMERCIAL
CHINATOWN,OUTRAM,0,0,0,4083.41729863248,0,0,0,22470.2222752262,149762.536522459,0,221890.9604071,0,0,0,0,0,41844.2004519316,6156.50517765341,59742.1610973688,0,15755.1630654374,12579.1075905848,13633.4642368103,0,4465.12239032521,0,13570.1509870739,0,21269.6563366178,0,0,0,0,COMMERCIAL
PEARL'S HILL,OUTRAM,0,0,20742.9923171885,22464.434392231,0,0,0,75708.2620236633,144712.575314692,0,19575.4197366385,0,4569.40657683749,4727.63586888162,0,0,167556.359951199,0,28112.7519737261,0,33769.175515432,836.687415833814,9831.55662431751,0,7386.92404481814,13636.1453954986,4252.25826025594,0,3725.95587168388,0,0,0,0,RESIDENTIAL
PEOPLE'S PARK,OUTRAM,0,0,0,0,0,0,0,0,31097.1802199061,0,31987.3791724148,0,0,0,0,0,0,0,0.00125215855310501,0,0,8.39155842240024e-05,0,0,0,28267.8572277466,0,0,0,0,0,0,0,COMMERCIAL
FLORA DRIVE,PASIR RIS,0,0,44517.6661218009,9069.80041565654,0,0,0,11703.8627647755,194738.458941223,0,1247.64068075323,0,2684.99951848785,10041.0627486756,0,0,663844.113745475,0,0,0,0,1001.75653079067,3064.65632543644,0,2144.21715487057,0,940.211745403092,0,0,0,0,0,0,RESIDENTIAL
LOYANG EAST,PASIR RIS,0,0,0,1616.11810580746,289007.602163714,1037.81317810489,0,1987.63091422682,112710.997303157,0,0,0,2078.97738903962,0,0,0,335555.216194198,0,0,0,102691.77712049,0,0,0,124377.641522115,0,1064.39947245339,0,0,0,0,0,0,RESIDENTIAL
LOYANG WEST,PASIR RIS,0,1726875.69517462,0,3957.95964812671,0,53416.5445009788,0,10720.1289227379,276608.349159475,0,3413.07349631311,0,0,12499.4437689059,0,0,0,0,0,0,13304.0466538769,864.980515986183,0,0,0,0,4503.9903032553,0,0,0,0,0,0,BUSINESS 2
PASIR RIS CENTRAL,PASIR RIS,0,0,54378.4482282391,9179.12910609386,0,56912.0423216773,0,68569.4601728847,288024.900128481,0,11525.1946484031,0,0,0,0,0,770557.926128673,13302.2530964566,0,7170.08794487297,0,18328.0487646305,3006.97020358134,0,167356.540129171,38324.8759015707,4851.70355806385,0,0,0,0,0,0,RESIDENTIAL
PASIR RIS DRIVE,PASIR RIS,0,0,151497.198876158,0,0,27284.5349865743,0,57902.4165062595,287016.728197105,0,0,0,1923.73645771276,0,0,0,960675.075955505,0,48783.826177185,0,16819.4116905827,42476.1834424065,9522.84566920031,0,27435.8808634778,0,8498.80737411783,0,0,0,0,0,0,RESIDENTIAL
PASIR RIS PARK,PASIR RIS,81810.7044951377,0,0,2355.47411598426,0,74165.6036754865,0,669527.58298448,125802.023010801,0,0,0,0,0,0,0,451508.765242066,306824.556601701,0,0,0,0,0,0,1249.27097200609,0,6460.89206433808,0,0,0,0,0,0,PARK
PASIR RIS WAFER FAB PARK,PASIR RIS,13.6689957313167,3180146.37606198,0,309697.267794786,463503.90293326,260197.128823804,0,35014.8447071466,522889.3558724,0,0,0,0,0,0,0,0,7.49644105273856e-07,0,0,0,0,0,0,553959.021424133,0,0,0,0,0,0,0,0,BUSINESS 2
PASIR RIS WEST,PASIR RIS,0,0,147433.23484822,1359.12473250409,0,31552.2296317114,0,30334.3053116912,303238.554530425,0,0,0,1998.58733457283,0,0,0,978759.782148334,0,32965.2047478961,0,5604.00764727068,8020.95259397423,752.095951993185,0,38422.2515669943,0,2999.98838649724,0,0,0,0,0,0,RESIDENTIAL
AIRPORT ROAD,PAYA LEBAR,0,456049.040523203,0,0,4.47924358726082,13933.6414869968,0,0,12869.5316944382,0,0,0,7.57037117940751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
PAYA LEBAR EAST,PAYA LEBAR,0,638773.352589089,0,8707.94847448492,304.128358385596,360363.558119333,0,138528.24649829,210877.814386699,0,0,0,3418.10815923352,0,0,0,0,0,0,0,8330.53906189879,0,3967.62964355823,0,885965.927232395,0,0,0,0,0,0,0,0,RESERVE SITE
PAYA LEBAR NORTH,PAYA LEBAR,0,945888.56601817,0,35507.5486205854,0,20093.6407444529,0,0,235700.275725849,0,0,0,0,0,0,0,0,0,0,0,31731.6204622992,320.900212638286,0,0.000932405221514783,3923.2768586188,0,14046.8099515042,0,0,0,0,0,0,BUSINESS 2
PAYA LEBAR WEST,PAYA LEBAR,0,250481.161889574,0,2798.5748703466,0,2615.08585374646,0,0,216892.431434621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128939.326087913,0,0,0,0,0,0,0,0,0,BUSINESS 2
PLAB,PAYA LEBAR,0,0.0237603302795183,0,0.00438992702877751,6875348.98277279,751.483305100329,0,0,154354.232976388,0,0,0,5117.85762193429,0,0,0,0,0,0,0,0,0,0,0,18686.8689773573,0,0,0,0,0,0,0,0,SPECIAL USE
BENOI SECTOR,PIONEER,0,1308841.87608563,0,19282.0451402509,0,17737.1951055742,0,0,270284.358151177,0,3013.22160554604,0,0,0,0,0,0,0,0,0,0,0,0,0,423472.278170159,0,0,0,0,0,0,0,0,BUSINESS 2
GUL BASIN,PIONEER,0,1599362.69685435,0,8561.4982547442,0,6946.98443409718,0,0,143705.586376706,0,0,0,0,0,0,0,0,0,0,0,12021.3192082509,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
GUL CIRCLE,PIONEER,0,2701466.79558924,0,2201.65725847852,0,6899.77247139069,0,0,536639.907234929,0,8213.86743394042,0,0,0,0,0,0,0,0,0,4977.45768493559,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
JOO KOON,PIONEER,0,1652213.89622224,0,111154.905728239,0,6723.37217442039,0,0,506854.420996801,0,4315.86179733137,0,2256.81040797343,0,0,0,0,0,0,0,0,0,0,0,18864.0783032854,0,0,46994.8881443649,0,0,0,0,0,BUSINESS 2
PIONEER SECTOR,PIONEER,0,1953009.81343016,0,15522.5519482804,643718.937397047,2625.75114895077,0,0,178722.351457495,0,3199.17332420599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
CONEY ISLAND,PUNGGOL,0,0,0,6714.98972301484,0,241257.932338085,0,472461.54057276,52037.5603295996,0,0,0,0,0,0,0,294144.54359592,133818.625716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARK
MATILDA,PUNGGOL,0,0,83876.927819779,4529.9017963545,0,88020.5879979615,0,62662.9988899447,326428.148810846,0,7990.14547301481,0,0,2789.23394826344,0,0,761369.481813631,0,0,7684.25853172842,5008.05838706401,13067.8306193568,0,0,42969.7438036978,0,11635.368447989,0,0,0,0,0,0,RESIDENTIAL
NORTHSHORE,PUNGGOL,0,0,316320.335143526,0,0,1650.86925738871,0,129872.501759654,299496.615524249,0,22193.2528062442,0,0,4012.76965091332,0,0,463463.534049079,0,0,0,17203.7333274821,5557.89165077355,0,0,27457.1985532781,0,10640.1337865864,0,0,0,0,75537.9957056032,0,RESIDENTIAL
PUNGGOL CANAL,PUNGGOL,0,0,90308.8889516979,2010.21529337061,0,244832.038615012,0,82616.9873064139,240900.791405039,0,0,0,1886.2046167421,0,0,0,372625.821196768,0,0,0,0,0,0,0,56423.182323672,0,10113.0734495213,0,0,0,0,150690.452202198,0,RESIDENTIAL
PUNGGOL FIELD,PUNGGOL,0,0,140403.1448232,0,0,65767.8360801365,0,60489.9111186653,266763.573036373,0,7909.85290284097,0,4028.75189724386,5116.52671158599,0,0,778750.549664364,0,26591.1272813586,0,2710.28221907059,15129.4807409908,0,0,0,0,5049.50002867369,0,0,0,0,0,0,RESIDENTIAL
PUNGGOL TOWN CENTRE,PUNGGOL,0,0,69694.7284797794,0,0,141897.780709825,0,191331.394453688,276068.338155982,0,0,2551.63565436672,3926.37827972158,0,0,0,331091.759378335,64745.7819089905,73668.2412668499,6687.69733733226,28197.879314532,18504.6866788212,0,0,46518.114971319,0,7152.9094078975,0,0,0,0,0,0,RESIDENTIAL
WATERWAY EAST,PUNGGOL,0,0,85048.2321590674,0,0,126835.932042713,0,100272.104666622,283267.711129293,0,13269.9722249275,0,0,5183.68567152882,0,0,822464.934388012,0,0,0,6155.12706054905,16612.2479987556,0,0,20627.2386402456,0,9510.21816327647,0,0,0,0,0,0,RESIDENTIAL
COMMONWEALTH,QUEENSTOWN,0,0,0.0129235356218171,6262.65243268983,0,0,0,0,62754.2561381323,0,0,0,0,0,0,0.0051084995989703,221307.432163823,0,16353.9628602401,0,0,0,0,0,0,0,3855.68547205111,0,0,0,0,0,0,RESIDENTIAL
DOVER,QUEENSTOWN,0,0,415193.914283327,0,0,2540.67603580086,0,0,178275.370043869,0,0,0,0,4507.51397675145,0,0,211179.060816068,0,0,0,0,0,2.18248746794269e-05,0,382531.217078533,176747.344680042,9361.13802041776,0,0,0,0,0,0,EDUCATIONAL INSTITUTION
GHIM MOH,QUEENSTOWN,0,0,0,6959.3491486751,0,14921.3965069836,0,40658.339778925,54926.7215536751,0,0,0,0,0,0,0,301354.71016768,0,21013.3330353303,0,5955.02729159638,9.0321443941987e-05,2080.00546062593,0,37703.5256462152,0,0,0,0,0,0,0,0,RESIDENTIAL
HOLLAND DRIVE,QUEENSTOWN,0,0,0.000826225310757297,2292.02108919752,0,0,0,22202.0256007008,97579.6354417888,0,33744.1342461394,0,1391.55999472551,0,0,45992.757958674,200533.4034928,0,19847.9675815549,0,29403.6640522125,0,2933.69791375074,0,14753.9126471714,0,0,0,0,0,0,0,0,RESIDENTIAL
KENT RIDGE,QUEENSTOWN,0,0,0,26785.5153727059,29665.3570028361,8755.28808694483,0,639746.862168446,230791.616892515,0,0.206626954423942,0,0,0,0,0.00485200558893411,570326.930306219,0,0,0,52603.5639396887,0,0,0,15068.2220517656,0,0,0,0,0,0,253104.995136238,0,PARK
MARGARET DRIVE,QUEENSTOWN,0,0,87964.1160550714,3116.62822374462,0,4004.49416956565,0,46062.3288899003,207019.150341422,0,9105.34860049319,0,1679.79940231903,10877.1103818117,0,0,500249.165178542,0,0,0,22023.205308943,17253.7463665084,0,0,102227.068519867,0,14980.5272972343,0,0,0,0,0,0,RESIDENTIAL
MEI CHIN,QUEENSTOWN,0,0,0,3266.69761928202,0,4314.95447412654,0,2266.51690748444,150848.594733607,0,2587.1246773344,0,9461.47442728759,2543.6540579355,0,0,499751.342851157,37769.0678476204,0,0,11002.6711226115,0,18590.9970293849,0,0,0,6280.89154352745,0,0,0,0,0,0,RESIDENTIAL
NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,0,0,1414029.28404199,5182.43542019931,0,0,0,0,117539.450003967,0,0,0,5739.72253667956,165680.830590927,0,0,0.00325262003368692,0,0,0,45310.2649685502,0,0,0,0,0,0,0,0,0,0,0.00606887347243025,0,EDUCATIONAL INSTITUTION
ONE NORTH,QUEENSTOWN,0,0,97908.3617835245,32166.3065604276,0,9284.17975676633,0,147637.146692646,544802.611579796,0,55201.8765873888,0,0,0,0,0,230532.466515408,0,0,4600.67598813132,0,5509.5089941153,31473.9410732925,0,0,287996.624958891,0,0,0,0,73907.9067710396,482426.544100186,0,ROAD
PASIR PANJANG 1,QUEENSTOWN,0,0,12.4138810664356,6716.58693611381,0,0,0,0,224723.844052416,0,0,0,2120.91660312922,0,0,0,393683.799917753,82035.3246400895,4261.05423934344,0,13827.1133269076,0,2214.74634037174,0,2415.89022358747,0,21661.2590326381,0,0,0,0,331119.361131456,0,RESIDENTIAL
PASIR PANJANG 2,QUEENSTOWN,0,0,20575.7259329537,1566.44226674084,0,12316.790785346,0,7546.68010380322,138539.129255512,0,60811.1196242192,0,4357.48402354933,0,0,211460.450946949,272840.404450198,0,0,0,820.188090197099,0,7513.40217790059,0,0,0,6229.27309151665,0,0,0,0,108629.471842321,0,RESIDENTIAL
PORT,QUEENSTOWN,0,173697.967208742,0,45077.9227533512,0,17258.4381738788,6020434.23952599,595691.740229712,269177.869106415,0,51030.2397949701,0,0,16152.8345800943,0,0,8111.0298999579,39759.6031908197,0,0,12105.3078707273,0,2191.88728707765,0,355517.995952902,0,0,0,0,0,0,0,0,PORT / AIRPORT
QUEENSWAY,QUEENSTOWN,0,0,0,8559.01757922411,0,7006.37539380678,0,24947.4160436291,151266.098494861,0,0,0,0,130952.750645729,0,0,282186.913990936,0,9936.61630980839,0,7108.73151990461,983.415553238341,0,0,5945.74859395427,0,0,0,0,0,0,0,0,RESIDENTIAL
SINGAPORE POLYTECHNIC,QUEENSTOWN,0,0,459308.35784735,8772.27329145343,0,29772.7255336324,0,9459.60609125466,164448.814105576,0,0,0,0,3952.32279288537,0,0,266968.397997957,0,0,0,0,0,0,0,4770.36415306533,0,0,0,0,0,0,0,0,EDUCATIONAL INSTITUTION
TANGLIN HALT,QUEENSTOWN,0,0,16124.4098081629,1336.91210007811,0,928.311763957037,0,66967.2936967607,109419.945688165,0,17904.9359293873,0,0,0,0,108315.700038444,212245.93944761,0,0,0,0,2137.54949378744,0,0,0,0,14360.3939490451,0,0,0,0,7534.31798521722,0,RESIDENTIAL
INSTITUTION HILL,RIVER VALLEY,0,0,16085.5125610892,3372.15048742271,0,4127.11713885096,0,15758.9135868788,74019.0522752387,0,4323.53138461894,0,952.348867482757,0,0,0,202089.700493351,0,0,0,2759.39791065186,2929.88457041759,22388.3345180841,0,34707.5376943156,0,9049.88986705093,0,0,0,0,0,0,RESIDENTIAL
LEONIE HILL,RIVER VALLEY,0,0,0,0,0,0,0,0,80872.0609158994,0,0.080266469460885,0,0,0,0,0,259244.290763723,0,0,0,0,1344.15272104946,4518.89806643322,0,22042.9277781047,0,0,0,460.567510398642,0,0,0,0,RESIDENTIAL
ONE TREE HILL,RIVER VALLEY,0,0,0,0,0,0,0,0,82854.7448371277,0,0,0,0,0,0,0,257888.582956374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
OXLEY,RIVER VALLEY,0,0,0,0,0,0,0,0,42731.4269138061,0,0,0,0,0,0,0,146855.920708282,0,0,0,905.648462052159,0,6734.96989788391,0,0,0,3558.6945817738,0,0,0,0,0,0,RESIDENTIAL
PATERSON,RIVER VALLEY,0,0,0,1562.79000572645,0,0,0,0,57630.073064692,0,0,0,0,0,0,0,51459.5415552157,0,0,0,0,0,35038.5554377222,0,27430.7802910385,0,0,0,0,0,0,0,0,ROAD
BENCOOLEN,ROCHOR,0,0,23718.7197399154,380.808643851001,0,0,0,0,56341.1069862461,0,21125.0351849682,0,0,0,0,0,0,0,17459.5067441777,0,2963.42460239006,6544.13092091231,19994.1955172015,0,2033.81164965088,4012.39552227406,4800.94525479627,0,11290.2235539291,0,0,0,0,ROAD
FARRER PARK,ROCHOR,0,0,0,2111.21542309858,0,0,0,0,74697.351897362,0,26958.9714410708,0,0,0,0,0,0,0,19681.164419676,0,1366.48556979193,2558.10883049403,42611.6858646982,0,0,24224.9703878063,4608.28386011516,0,19289.0299924739,0,0,0,0,ROAD
KAMPONG GLAM,ROCHOR,0,0,2478.32594924203,1117.14886463605,0,0,0,0,58878.1379740903,0,75083.4108553963,0,0,0,0,0,0,0,0,0,10570.2465651889,3618.80274144007,0,0,7095.2738787449,0,5270.40770815615,0,7222.62162392255,0,0,0,0,COMMERCIAL
LITTLE INDIA,ROCHOR,0,0,0,1432.26024355109,0,0,0,0,86638.5235862479,0,134453.948124479,0,0,0,0,0,19714.8392442084,0,0,0,6087.78947360284,2506.72326327062,11927.4994754897,0,4617.49005152152,6193.51601167694,4730.96290229632,0,0,0,0,0,0,COMMERCIAL
MACKENZIE,ROCHOR,0,0,0,0,0,0,0,0,25340.684328387,0,5667.88851687164,0,0,0,0,0,8298.68037457025,0,0,0,0,0,0,0,0,0,0,0,16374.0281099482,0,0,0,0,ROAD
MOUNT EMILY,ROCHOR,0,0,10600.8355462776,0,0,0,0,0.479216958563617,34946.6566102052,0,0.554751666835192,0,0,0,0,0,143138.787584626,0,724.915198638433,0,17.5498891229848,30.7826252814229,852.662511039653,0,0,0,3679.13859814571,0,0,0,0,0,0,RESIDENTIAL
ROCHOR CANAL,ROCHOR,0,0,16993.3353426438,0,0,5545.99502980674,0,8287.44441630314,34457.9677731647,0,0,0,0,0,0,0,31680.204401449,0,7625.00488147125,0,0,3056.75648033665,3933.52533364917,0,2547.87752455528,0,6043.21928505454,0,0,0,0,0,0,ROAD
SELEGIE,ROCHOR,0,0,0,0,0,0,0,0,19419.8273570003,0,19819.7295431009,0,0,0,0,0,3246.74444680671,0,4178.03144771856,0,0,0,0,0,0,0,1193.67264168404,0,1768.03160432061,0,0,0,0,COMMERCIAL
SUNGEI ROAD,ROCHOR,0,0,0,0,0,4096.69374904544,0,9905.38222286773,27242.2540050289,0,12616.8129565185,0,0,0,0,0,15966.5681539949,0,8134.95753083515,0,0,0,36594.7240750826,0,1772.58962504016,0,0,0,0,0,0,0,0,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
VICTORIA,ROCHOR,0,0,10626.7142248682,0,0,0,0,0,64117.0136499218,0,43490.2062098103,0,0,0,0,0,0,0,30260.3491186185,0,15765.1438387163,8275.17956982147,4091.54591011591,0,5835.88742745049,0,17564.1573753228,0,14224.1120935751,0,0,0,0,ROAD
PULAU PUNGGOL BARAT,SELETAR,0,112053.358608927,0,509632.143194981,0,103454.45083264,97478.9432391371,59251.2125948586,155706.412953205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012474.66491022,0,0,0,0,0,0,0,0,RESERVE SITE
PULAU PUNGGOL TIMOR,SELETAR,0,393244.304948597,0,4358.08487205333,0,119549.712904443,0,0,81676.66383228,0,0,0,0,0,0,0,0,0,0,0,117061.55629807,0,0,0,543852.818011326,0,0,0,0,0,0,0,0,RESERVE SITE
SELETAR,SELETAR,0,0,0,0,0,365815.465827646,0,0,244746.724889638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3305507.14684481,0,0,0,0,0,0,0,0,RESERVE SITE
SELETAR AEROSPACE PARK,SELETAR,0,1217325.91553514,0,4709.58044790898,0,93644.7492889438,1553485.64364277,51443.4766623958,526506.059875014,0,139971.237097669,0,0,0,0,0,0,0,0,0,0,0,0,0,35924.0590590891,0,0,0,0,0,0,0,0,PORT / AIRPORT
ADMIRALTY,SEMBAWANG,0,0,13979.0255557988,0,0,0,0,83077.8792329065,152135.392442636,0,3497.69427055414,0,0,0,0,0,930223.396367982,69159.3441898528,0,0,5563.82411451115,4012.19175760653,0,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG CENTRAL,SEMBAWANG,0,0,57089.0926870104,3350.6200886288,0,18090.2638413395,0,38778.9197031693,196286.623008039,0,0,0,1910.30051246716,2113.64818782742,0,77280.530557271,479927.460544004,0,8564.42160228396,9765.34842594689,10656.2432934469,9290.20953291108,0,0,20433.1529093107,25898.3140790528,1986.56405523485,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG EAST,SEMBAWANG,0,0,68159.12788582,10455.700693717,0,74447.3871731869,0,12306.3436842614,186311.99864125,0,0,0,0,0,0,0,369580.831319537,0,28598.6689751175,0,0,264.69763555403,0,0,7998.71029679538,0,0,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG NORTH,SEMBAWANG,0,28002.0320891436,112098.664203973,7058.79725105093,0,91355.8158903047,0,15094.528095147,202195.204852472,0,0,0,0,0,0,100216.165531543,783408.25833621,0,7380.92789527522,0,8609.8046966191,22863.0096866137,0,0,0,0,16195.3264956156,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG SPRINGS,SEMBAWANG,0,41658.5515921432,6000.58943911718,16453.1245468712,0,30851.355492737,0,27209.7791210823,254531.045450301,0,9322.8383092718,0,4314.89104080378,8905.4844541685,0,82121.5658487982,587154.642717757,0,0,14262.2957270645,4009.83154067783,3077.74637196207,7290.00945847374,0,0,0,2230.9290631894,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG STRAITS,SEMBAWANG,0,0,0,809.913360259628,0,77047.5726664813,7.74365772707186,135167.261048721,170714.426227426,0,0,0,0,0,0,0,766499.396119829,33419.7472134493,0,0,0,0,2205.62573921274,0,354861.951077394,0,0,0,0,0,0,0,0,RESIDENTIAL
SENOKO NORTH,SEMBAWANG,0,1320899.62566465,0,561222.58713403,0.0777861851888792,50257.8551488613,31965.5612571211,0,239668.884975619,0,6714.92389749567,0,27421.8928992036,0,0,0,0,0,0,0,3073.48392304434,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
SENOKO SOUTH,SEMBAWANG,0,1317419.91224797,0,13242.1863747354,0,38230.2808731702,0,3883.69491312852,328578.481566423,0,7846.7095334955,0,0,0,0,0,0,0,0,0,34158.9282320394,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
THE WHARVES,SEMBAWANG,0,0.0171477774547507,0,0,445673.137632587,2192.24550382061,280582.655167585,0.0174408110805153,25432.7151775948,0,0,0,0,0,0,0,0.0772453653084736,13587.471868314,0,0,0,0,0,0,868339.796559308,0,0,0,0,0,0,0,0,RESERVE SITE
ANCHORVALE,SENGKANG,0,0,163288.370144174,0,0,75949.804100826,0,82395.3247798591,287230.202645221,0,0,0,2295.69889803561,78717.5648808498,0,0,712538.163386655,49545.214548044,9678.31397073614,0,2517.43275446479,10811.2056945628,0,0,11348.8199040657,0,10365.1383605947,0,0,0,0,0,0,RESIDENTIAL
COMPASSVALE,SENGKANG,0,0,32415.2250115259,23624.4317930264,0,15070.4771652749,0,29775.1204793628,204887.531144585,0,0,0,115059.235984944,0,0,158370.917778497,287550.219853176,0,37257.5501509218,0,21954.0214911139,3585.42696441432,0,0,151926.979862811,0,11736.3736346009,0,0,0,0,0,0,RESIDENTIAL
