subzone_n,pln_area_n,beach_area,business_2,educational_institution,utility,special_use,waterbody,port_/_airport,park,road,business_1_-_white,commercial,light_rapid_transit,transport_facilities,health_&_medical_care,commercial_/_institution,business_1,residential,sports_&_recreation,commercial_&_residential,mass_rapid_transit,civic_&_community_institution,open_space,residential_with_commercial_at_1st_storey,cemetery,reserve_site,white,place_of_worship,business_2_-_white,hotel,residential_/_institution,business_park_-_white,business_park,agriculture,pri_classification
FERNVALE,SENGKANG,0,0,109584.297562869,1688.26621477661,0,105767.494927393,0,242019.687483478,542715.905988385,0,18652.9181823703,2851.29082690437,2000.53053392872,10703.0480363996,0,0,1222848.12830037,0,20427.2106066434,0,23337.7837011683,15758.8257647841,0,0,59878.3919749331,0,13389.5374683907,0,0,0,0,0,0,RESIDENTIAL
LORONG HALUS NORTH,SENGKANG,0,631774.201549244,0,2808.45633017537,0,98392.8340935817,0,20409.4856874643,171481.037636265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
RIVERVALE,SENGKANG,0,0,64897.6614904147,189.567792997076,0,104993.274761539,0,72078.4220211507,329800.375247887,0,0,0,0,0,0,0,921663.443427274,0,37887.8462597231,0,9153.1097656093,15772.275633521,0,0,0,0,12598.8078397833,0,0,0,0,0,0,RESIDENTIAL
SENGKANG TOWN CENTRE,SENGKANG,0,0,71290.592447004,0,0,0,0,46283.1252746239,328578.056460768,0,17464.8137959864,0,3992.7639765718,3818.16909292069,0,0,896325.418074497,0,27086.0256118186,5098.38386660931,5110.73653793154,24445.7220119961,0,0,31040.6186174862,0,0,0,0,0,0,0,0,RESIDENTIAL
SENGKANG WEST,SENGKANG,0,1166599.39887427,0,9710.48782360529,0,3576.97240232082,0,0,425034.213033286,0,0,0,61968.1086482672,0,0,0,0,0,0,0,0,197.283108530999,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
LORONG CHUAN,SERANGOON,0,0,86067.7283690866,3486.45392991058,0,8955.0076445989,0,31421.5602594299,290546.54319338,0,0,0,1817.18525796029,6547.44129746596,0,39775.6165632485,691615.665259869,0,0,0,0,7434.08177863649,2045.65439203282,0,1072.7338474649,0,9340.42530568619,0,0,0,0,0,0,RESIDENTIAL
SELETAR HILLS,SERANGOON,0,0,48007.7044158455,10602.6080120902,0,12722.4219698154,0,231575.550342676,527704.276196872,0,0,0,1122.89309931204,0,0,0,1462329.18147714,0,21022.7863591498,0,0,0,8624.77463798203,0,3235.12271108536,0,3735.91501719635,0,0,0,0,0,0,RESIDENTIAL
SERANGOON CENTRAL,SERANGOON,0,0,101338.293148656,0,0,11865.6902407722,0,4083.08382911184,206077.292362714,0,19983.2281033382,0,2030.57136557626,7596.58100229088,0,0,518824.630578386,48441.1451524749,88332.9683868902,0,4088.35039539216,6158.7249791119,9614.73806820503,0,204.20527524448,25003.3631609329,8246.48886679627,0,0,0,0,0,0,RESIDENTIAL
SERANGOON GARDEN,SERANGOON,0,0,135827.884062963,5509.35605358142,0,13567.3819747662,0,86824.593865668,678901.930881629,0,21596.9743915087,0,7741.70008696789,11701.5524968405,0,0,1880520.76372863,31184.9528385574,47463.8886298632,0,29914.3162183165,11892.6063495062,10065.2832860527,0,28007.9246462068,0,22427.6898995771,0,0,0,0,0,0,RESIDENTIAL
SERANGOON NORTH,SERANGOON,0,58543.8565628514,17241.8846010812,4498.45950799722,0,15353.466367128,0,3966.55730668294,122759.44911743,0,6338.04886450016,0,0,0,0,167248.495086807,280534.111226226,0,0,0,3698.3209450016,2521.65581793127,0,0,0,0,1999.9909984275,0,0,0,0,0,0,RESIDENTIAL
SERANGOON NORTH IND ESTATE,SERANGOON,0,624291.418647858,0,0,0,25646.3759157694,0,0,164291.707889446,0,0,0,7075.44603415523,0,0,100126.000352731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
UPPER PAYA LEBAR,SERANGOON,0,0,25015.6949017036,2594.51297932754,0,0,0,18566.1779886603,227457.108914087,0,0,0,0,0,0,0,567786.57935685,0,0,0,30779.138987803,10480.3246387438,3341.03234804647,0,0,0,12534.5002794021,0,0,0,0,0,0,RESIDENTIAL
PULAU SELETAR,SIMPANG,0,0,0,0,0,66237.4868490797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545041.18851162,0,0,0,0,0,0,0,0,RESERVE SITE
SIMPANG NORTH,SIMPANG,0,0,0,0,0,343112.786989798,0,0,51667.749409115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055674.82275186,0,0,0,0,0,0,0,0,RESERVE SITE
SIMPANG SOUTH,SIMPANG,0,0,0,0,0,79167.0309912227,0,2707.50964181143,42598.0229671062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022609.50060516,0,0,0,0,0,0,0,0,RESERVE SITE
TANJONG IRAU,SIMPANG,0,0,0,0,0,257388.879034211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816986.242131209,0,0,0,0,0,0,0,0,RESERVE SITE
BOAT QUAY,SINGAPORE RIVER,0,0,0,256.163532035982,0,25050.0028308316,0,14167.1622298316,48918.2795115022,0,60147.7795509583,0,0,0,0,0,0,0,0,0,2542.77772508669,6284.54811484616,0,0,2296.98107139049,0,0,0,1143.80238141957,0,0,0,0,COMMERCIAL
CLARKE QUAY,SINGAPORE RIVER,0,0,0,2399.18514386061,0,37895.9918949469,0,0,90274.2490001607,0,48095.6164040854,0,2263.93882319079,0,0,0,0,0,20928.3918080166,0,0,32781.6805175293,0,0,106.790242287109,13859.4306922333,2808.51017997275,0,38770.8692351909,0,0,0,0,ROAD
ROBERTSON QUAY,SINGAPORE RIVER,0,0,0,0.0036833750728771,0,46159.7045766702,0,0.0129385655259707,127874.686076947,0,0,0,1857.39730584162,0,0,0,76543.5678945883,0,85126.9390790495,0,3113.92017866477,38853.1978280113,60711.1176383424,0,1296.76766225567,0,0,0,65051.6543136203,0,0,0,0,ROAD
SENTOSA,SOUTHERN ISLANDS,83560.2891276869,0,0,48979.2167038969,0,344880.117616849,2141.02084848928,66817.0656075958,332410.753231775,0,109409.289719607,0,49607.8399115643,0,0,0,504764.847710045,1930915.1198768,0,0,1838.44814259716,478291.496580733,0,0,0,485162.667612761,0,0,481054.440486537,0,0,0,0,SPORTS & RECREATION
SOUTHERN GROUP,SOUTHERN ISLANDS,108762.99842934,0,0,38264.0694272153,0,0,0,0,31673.7773570698,0,0,0,9495.09470452314,0,0,0,0,1114377.41190442,0,0,0,407420.899028962,0,0,491019.720024705,0,5298.22656434922,0,0,0,0,0,0,SPORTS & RECREATION
STRAITS VIEW,STRAITS VIEW,0,0,0,0,0,0,57041.7883773532,72776.7588904835,227107.773541221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650367.503184917,120003.043364071,0,0,0,0,0,0,0,RESERVE SITE
GALI BATU,SUNGEI KADUT,0,1022032.91477712,0,9142.80972060364,959770.302322349,118707.214371505,0,118870.472711054,609796.049948459,0,11517.3433716316,0,324643.587522022,0,0,0,0,0,0,0,306501.545960157,1970.62615800535,0,0,1700881.18740976,0,2293.98586603188,0,0,0,0,0,0,RESERVE SITE
KRANJI,SUNGEI KADUT,0,1150821.78954406,0,284547.895649308,0,248440.65049818,0,33522.4396338903,338545.459369527,0,0,0,0,0,0,0,0,29244.4720552785,0,0,50181.9904134311,0,0,0,1510552.09288318,0,0,0,0,0,0,0,6174.24638849449,RESERVE SITE
PANG SUA,SUNGEI KADUT,0,1511807.60837985,0,5360.43385753633,0,272309.495868219,0,5.44118139112093e-08,297371.902350581,0,1861.28952993614,0,0,0,0,0,0,0,0,0,3005.39477034725,0,0,0,0,0,0,83663.9331215938,0,0,0,0,0,BUSINESS 2
RESERVOIR VIEW,SUNGEI KADUT,0,1519873.54916363,0,6158.86271032782,0,693421.611489792,0,111405.87901815,230021.555164744,0,2912.83556648976,0,0,0,0,0,0,0,0,0,0,0,0,0,720336.138358677,0,0,0,0,0,0,0,0,BUSINESS 2
TURF CLUB,SUNGEI KADUT,0,0,0,46869.5940310825,0,88671.8728368166,0,36263.3869117682,428069.83578707,0,17793.1010354701,0,0,0,0,0,251734.246820708,1229339.68979192,0,12945.9986919461,0,0,0,54269.1274871905,1125448.57518121,0,0,0,0,0,0,0,0,SPORTS & RECREATION
SIMEI,TAMPINES,0,360117.111122833,198671.029981566,43665.6720354966,0,62593.7836420591,0,56806.9835985092,578716.202737658,0,15710.1016042897,0,84934.6331305596,66900.3949371326,0,0,1256591.21182474,0,0,5650.60598028409,15396.0614192698,9203.23367742261,6679.14914892029,0,0,0,15860.2781932272,0,0,0,0,0,0,RESIDENTIAL
TAMPINES EAST,TAMPINES,0,0,276073.339630796,13657.1034756559,0,33865.1265831697,0,213406.311532335,859172.642301524,0,169877.384071368,0,8247.88336087993,33377.8800025616,0,0,2299841.86770038,0,194329.880676155,7222.56113067564,22797.8005714829,53578.3599880958,81755.2033810789,0,60510.3553482791,0,16039.3245376573,0,0,0,0,0,0,RESIDENTIAL
TAMPINES NORTH,TAMPINES,0,168688.211953038,82688.6204462484,19501.3074324097,0,56806.2177533112,0,195301.167889333,624328.828014514,93554.9268283469,0,0,2011.10468831904,11979.8350355492,0,127497.8917323,744682.290582084,0,23817.8643243694,0,5638.90658800884,15525.1647870542,0,0,357886.270058948,0,13148.2875037408,0,0,0,0,0,0,RESIDENTIAL
TAMPINES WEST,TAMPINES,0,188302.098673427,498914.376942169,10650.2839517149,0,54370.9341873573,0,84833.0552529369,599257.465980069,0,4494.90322407081,0,17235.7490447509,8005.43741736603,0,0,1654350.10913064,74899.0913007088,73733.017727632,0,37903.4190877197,32505.0559462624,36368.2069205441,0,73948.4458241311,0,25481.1002536489,0,0,0,0,0,0,RESIDENTIAL
XILIN,TAMPINES,46637.5438412531,759078.195527443,174733.565722188,76773.6856009646,0,316832.220421307,0.0111053539579119,177984.871809166,1505901.52210843,0,240771.305594106,0,441495.945154135,0,0,0,115553.435004582,2296880.05265634,0,6539.15745597634,79371.0018977143,208.686403131439,0,0,848039.300031862,0,4000.62197069541,0,0,0,77351.6037241447,487666.367719174,0,SPORTS & RECREATION
CHATSWORTH,TANGLIN,0,0,67701.4542305037,1691.77412599594,0,14834.5654408617,0,2869.35917012433,217872.739493479,0,2523.55793731306,0,2707.6122291124,0,0,0,996132.21699804,0,24246.0751794097,0,4149.40491687676,0,1032.4127178305,0,0,0,10383.0554418088,0,0,0,0,0,0,RESIDENTIAL
NASSIM,TANGLIN,0,0,0,7023.23654336953,0,23967.1626978777,0,0,377650.924874038,0,0,0,1035.56961248853,15092.7948722058,0,0,1565236.8446842,0,7936.91690079506,0,24920.4358578091,0,1771.81025744962,0,0,0,0,0,71442.3103512326,0,0,0,0,RESIDENTIAL
RIDOUT,TANGLIN,0,0,0,2667.97616737063,0,0,0,0,252377.480108554,0,0,0,0.0336599577248733,0,0,0,1329838.78975123,0,0,0,104506.969915992,0,0,0,255990.60083364,0,6378.4521796779,0,0,0,0,0,0,RESIDENTIAL
TYERSALL,TANGLIN,0,0,116293.027999307,4668.99415291377,167081.851658108,9416.19460166528,0,816370.393180418,228540.88891923,0,0,0,0,0,0,0,678519.13945651,0,5807.65177702721,0,2577.42512108477,129013.363674626,0,0,0,0,0,0,0,0,0,0,0,PARK
BRICKLAND,TENGAH,0,0,52096.8168752478,19299.7606471651,0,12445.8876073775,0,131623.598237815,180521.271269715,0,0,0,2021.81995374792,5220.30381242695,0,0,298563.695949466,0,57555.3856101208,0,10279.6706009188,0,0,0,6472.11472629152,0,8612.09773182882,0,0,0,0,0,0,RESIDENTIAL
FOREST HILL,TENGAH,0,0,70302.6649726329,0,0,36020.1401052039,0,285342.707220129,230013.221643252,0,13438.1463696331,0,0,0,0,0,303765.937258176,0,0,0,4852.59071441213,0,0,0,91348.0558065212,0,11334.1111588665,0,0,0,0,0,0,RESIDENTIAL
GARDEN,TENGAH,0,0,17988.1515055469,0,0,86012.9248948774,0,99859.4606042459,148955.176667329,0,0,0,2140.9779169389,70490.7443322372,0,0,293787.105473875,0,26633.9275239528,5430.80912516837,0,0,0,0,24364.5585732812,0,5095.8673156501,0,0,0,0,0,0,RESIDENTIAL
PARK,TENGAH,0,0,66623.0213525137,0,0,68195.8354265307,0,383735.444350266,205190.845164468,0,0,0,0,0,0,0,368963.118931017,59824.0217001938,206919.802842064,8035.62209314621,18615.6058333594,0,0,0,70032.384887061,0,3022.60507033584,0,0,0,0,0,0,PARK
PLANTATION,TENGAH,0,0,47960.2772868342,9539.867100862,0,32117.2880304196,0,108768.130041755,229205.374821976,0,0,0,0,3950.54080607637,0,0,379988.682237125,7017.80060444636,65992.914708774,3510.3838071624,0,0,0,0,5038.44081948662,0,6012.82336567796,0,0,0,0,0,0,RESIDENTIAL
TENGAH INDUSTRIAL ESTATE,TENGAH,0,940596.675283393,49772.8354902015,5277.18259098872,0,74065.0427247089,0,390464.417628593,453198.338796493,0,0,0,445079.582098132,0,0,0,0,0,0,0,22494.5656666633,0,0,0,0,0,12389.647586847,0,0,0,0,0,0,BUSINESS 2
BIDADARI,TOA PAYOH,0,0,49105.063005668,2661.54883896801,0,17600.1687507025,0,116831.599456736,120423.202437528,0,0,0,0,0,0,0,219656.289917915,0,25441.2063297661,0,0,0,20783.0769878129,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
BOON TECK,TOA PAYOH,0,0,0,0,0,0,0,10997.3637953966,81126.0921763273,0,1543.84191051171,0,2321.83843062889,5032.0474550144,0,44011.7657500829,252777.546844119,0,0,0,4034.12853873564,0,6071.39706192626,0,0,0,10741.3344596876,0,0,0,0,0,0,RESIDENTIAL
BRADDELL,TOA PAYOH,0,0,40229.0378104091,0,0,12303.8015488273,0,6127.24180170058,87914.5982958037,0,1090.60480262332,0,2184.52576325567,0,0,87081.2879651609,181084.841854851,0,0,0,6852.51069129461,9536.01846038138,4081.66216926387,0,5918.60703331191,0,1837.04893236503,0,0,0,0,0,0,RESIDENTIAL
JOO SENG,TOA PAYOH,0,1133.70998151483,23758.2761821145,1087.44819595655,0,13990.8921586123,0,12749.9014786815,206777.363585892,49640.9772464145,2426.79050809809,0,4368.81380775836,0,0,275961.725726229,194557.481055415,0,0,0,242797.311443716,7763.4164962446,11413.7029765618,0,0,0,3093.56103175609,1344.01524691407,4299.76152508853,0,0,0,0,BUSINESS 1
KIM KEAT,TOA PAYOH,0,0,0,0,0,0,0,4002.12313968675,113375.370010758,0,7452.03472352925,0,0,0,0,0,215489.531672033,0,0,0,0,0,0,0,0,0,29451.4937587145,0,0,0,0,0,0,RESIDENTIAL
LORONG 8 TOA PAYOH,TOA PAYOH,0,0,15277.3290570975,0,0,40395.9615675921,0,11420.7317427888,96619.3328911658,0,3763.74039598786,0,65599.444923978,0,0,48249.8608009552,141433.348191468,0,0,0,10290.1788259422,4116.91341092158,1922.65179518737,0,0,0,557.267518363776,0,0,0,0,0,0,RESIDENTIAL
PEI CHUN,TOA PAYOH,0,0,21837.71622638,0,0,0,0,7235.09605534408,89069.9024214947,0,5626.69234895887,0,0,3538.34501155819,0,82438.5583563249,178942.433257549,0,0,0,7000.48750343045,0,4393.48439887093,0,6975.74740949524,0,4345.46704647811,0,0,0,0,0,0,RESIDENTIAL
POTONG PASIR,TOA PAYOH,0,0,128478.771015628,503.442463235593,0,58591.3366562442,0,4260.77767336936,143888.296555466,0,0,0,0,6373.89808200891,0,0,252150.956754297,0,36968.4679666403,0,3991.95574638894,2294.30337447965,0,0,28.4627975870918,0,1612.90025512998,0,0,0,0,0,0,RESIDENTIAL
SENNETT,TOA PAYOH,0,0,50572.6556581201,5274.24595705377,0,0,0,24661.9791728821,198008.115479742,0,0,0,1181.82567897836,6377.57984034023,0,0,493428.679321694,0,0,0,56462.5395700562,3180.63002269754,15317.3551284624,0,0,0,13284.7770297239,0,0,0,0,0,0,RESIDENTIAL
TOA PAYOH CENTRAL,TOA PAYOH,0,0,41802.3350464894,0,0,0,0,54678.9427580799,209495.743793768,0,71451.3058455573,0,2589.92739786851,0,0,21129.4159599546,476168.120421749,97338.8587514704,45015.4138182494,0,43487.2580730352,9192.03899822055,2577.52488589741,0,4262.70774646483,0,9576.89187564851,0,18500.5496506373,0,0,0,0,RESIDENTIAL
TOA PAYOH WEST,TOA PAYOH,0,0,105594.580842073,5877.75058217338,0,4340.44347732925,0,15459.6266309286,214008.517914829,0,2834.38529756567,0,0,33361.4257870899,0,17100.2345667863,547060.601987171,0,0,0,34238.3391447151,0,9219.03554625905,0,48186.1526704772,0,0,0,0,0,0,0,0,RESIDENTIAL
WOODLEIGH,TOA PAYOH,0,0,50016.8502422264,0,0,14879.4093324076,0,2734.89947157938,104561.247391015,0,0,0,0,0,0,0,386130.940521337,0,0,0,0,0,0,0,255059.634245765,0,0,0,0,0,0,0,0,RESIDENTIAL
TENGEH,TUAS,0,0,0,2127.86815447955,0,612739.209142134,0,0,182118.078336499,0,0,0,1393557.33473034,0,0,0,0,0,0,0,1.07107411128526e-06,0.0591103947391809,0,0,60695.7629924611,0,0,0,0,0,0,0,0,TRANSPORT FACILITIES
TUAS BAY,TUAS,0,5094474.16207856,0,71533.5398205842,0,51456.3883665935,0,0,480616.500424552,0,9009.55531689711,0,0,0,0,0,0,0,0,0,0,0,0,0,157149.348916663,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS NORTH,TUAS,0,2662675.45491674,0,21113.2484804304,0,34500.8838850251,0,0,532014.491409126,0,9213.60243202369,0,633.178316812053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS PROMENADE,TUAS,0,2489115.07182421,0,12141.9558449602,0,25217.8273689177,0,0,564982.545707832,0,3238.02590321841,0,297205.851494138,0,0,0,0,143014.828489428,0,6560.39959974155,207977.385400671,18697.6965927054,0,0,369006.370433233,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS VIEW,TUAS,0,3595209.00600861,0,12478.3068065282,0,4616.87731391052,0,0,855088.696871228,0,4636.48762650524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS VIEW EXTENSION,TUAS,0,9118867.09419547,0,1949241.1546392,3315.36251213199,62071.2375721989,10787157.8055503,0,1577733.51324333,0,0,0,3674.84661790896,0,0,0,0,28065.5314615086,0,0,98929.9084896025,0,0,0,4080976.46931966,0,0,0,0,0,0,0,0,PORT / AIRPORT
JURONG ISLAND AND BUKOM,WESTERN ISLANDS,0,33299125.9784877,0,1442970.73907844,0,46160.0278371517,0,0,1689424.71091829,0,0,0,21251.9328174696,0,0,0,0,0,0,0,9979.14188904414,6746.51477968403,0,0,122494.808995291,0,0,0,0,0,0,0,0,BUSINESS 2
SEMAKAU,WESTERN ISLANDS,0,472886.326441732,0,3841453.93696186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603251.466713187,0,0,5865.45888060128,0,0,0,0,0,0,0,40329.9839076181,UTILITY
SUDONG,WESTERN ISLANDS,0,0,0,0,0,0,13042.8451657067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4194228.24827429,0,0,0,0,0,0,0,0,0,0,0,OPEN SPACE
BAHAR,WESTERN WATER CATCHMENT,0,344333.522899576,0,2875.34248679971,0,1945.19298312004,0,0,150492.145095508,0,0,0,0,0,0,0,0,0,0,0,0,492.826746852438,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
CLEANTECH,WESTERN WATER CATCHMENT,0,0,5.32250277314971,4317.04129883115,0,0,0,72492.998577834,185351.589403098,0,0,0,0,0,0,0,0,0,0,6022.23150039989,5518.97190243674,0,0,0,1.77256913626615,0,0,0,0,0,0,423927.416432585,0,BUSINESS PARK
MURAI,WESTERN WATER CATCHMENT,0,0,1727043.71398481,201195.541604731,14176470.5173177,10465788.3489375,0,2.19740290551623e-07,1375012.0658415,0,0,0,41201.2901376263,0,0,0,0,129110.298202633,0,20372.0307436517,471836.797322246,32427801.0968368,0,2324725.58917311,2296997.29074238,0,0,0,0,0,0,10.287371060901,2892994.41920924,OPEN SPACE
GREENWOOD PARK,WOODLANDS,0,36419.0091437772,198675.007667457,0,0,26090.7463743896,0,224639.435573242,236577.232865489,119745.66521119,103404.758127732,0,0,0,0,0,230481.719495482,0,0,0,36572.3394460118,16032.9328252889,0,0,37693.1367082437,0,0,0,0,0,0,14964.5182112527,0,ROAD
MIDVIEW,WOODLANDS,0,0,73618.4484993461,0,0,3263.96614665103,0,61827.0783367324,149976.494935518,0,0,0,1999.95303829003,5158.390000988,0,0,581989.452793462,0,26957.4337358031,0,3817.6972672389,16609.3089802462,8420.07690375184,0,0,0,2777.22549124067,0,0,0,0,0,0,RESIDENTIAL
NORTH COAST,WOODLANDS,0,582727.122993732,0,2957.52136787985,0,11965.9692705515,1045.64815746807,38677.2809301658,299856.075347487,0,0,0,0,2376.04371156298,0,26391.0364353443,214793.153780518,0,0,0,222841.87682798,31696.2397970379,129561.262461028,0,755133.769565459,0,0,0,0,0,0,130924.534819507,0,RESERVE SITE
SENOKO WEST,WOODLANDS,0,567904.45156647,0,22622.131079614,0,11378.6334049547,0,0,234658.62488092,0,0,0,52706.8058658111,0,0,0,0,0,0,0,6598.054715943,0,0,0,0,0,10052.3602494335,0,0,0,0,0,0,BUSINESS 2
WOODGROVE,WOODLANDS,0,0,193229.733068893,47967.1686413873,0,13834.8468950317,0,138511.569559474,309091.597644348,0,0,0,2200.68256892631,10773.1708296211,0,0,808982.451955109,0,51196.6577144014,0,13357.084734131,39062.8206643057,15112.3638092102,0,16257.682906825,0,4609.40852064339,0,0,0,0,0,0,RESIDENTIAL
WOODLANDS EAST,WOODLANDS,0,53805.0822768024,204705.131737506,12508.9732507807,0,24419.8174995552,0,103815.021174914,453341.522076882,0,0,0,0,7039.44885707317,0,132122.76489412,1447036.16534479,0,37325.4734328988,10684.2188969645,10161.6142373853,35269.5103757185,0,0,4806.80920777607,8980.72576577861,7441.4105770442,0,0,0,0,0,0,RESIDENTIAL
WOODLANDS REGIONAL CENTRE,WOODLANDS,0,129801.107104232,0,0,0,0,0,0,195204.224461678,0,73321.8956861464,0,22297.6573754487,0,0,6333.25443164228,43986.0371799021,0,0,16010.0542753169,0,869.383782119322,34765.7960971892,0,0,71061.7178126091,2001.01079762784,0,0,0,0,0,0,ROAD
WOODLANDS SOUTH,WOODLANDS,0,19269.2175424138,206618.719481669,3229.8956107171,0,0,0,64945.4201226819,350356.675590449,0,0,0,2007.05991951755,76723.7495007086,0,77946.3135348988,701482.027406464,0,15190.1463523003,0,3950.76946138891,19160.171194523,0,0,27560.1485811744,0,7565.92034059446,0,0,0,0,0,0,RESIDENTIAL
WOODLANDS WEST,WOODLANDS,0,90154.1430153066,68611.0645204005,2673.96832636809,0,77761.3876006483,0,103397.014770837,237047.22280225,0,7067.51189334255,0,3395.64624191665,0,0,0,824064.528956113,66452.5374008959,28000.6379273625,6534.67602370471,32641.3713172765,44957.278504733,26624.5550086971,0,15307.5428388023,0,13938.817301256,0,0,0,0,0,0,RESIDENTIAL
KHATIB,YISHUN,0,0,35948.0975507894,0,305567.264024657,0,0,64027.5694086164,122030.743182345,0,0,0,0,0,0,0,871185.670973586,14999.9304701721,0,7227.90763927406,0,6603.75708423244,3199.95957001595,0,0,0,2122.16485000468,0,0,0,0,0,0,RESIDENTIAL
LOWER SELETAR,YISHUN,0,0,36978.2696908372,168904.902129009,426105.299079372,3240506.75484681,0,614714.157949201,496712.410046287,0,0,0,0,0,0,0,633915.958615812,705714.350754747,0,0,4018.80561904925,25145.2142757503,0,0,2093436.96732409,0,5004.98775350454,0,0,0,0,0,0,WATERBODY
NEE SOON,YISHUN,0,0,0,3287.91015562763,1230095.73040632,6509.65825394691,0,85282.848433699,212551.833349267,0,0,0,5738.94136140616,0,0,0,238957.729203649,0,26092.0508707081,0,4864.95835361819,449.398218075108,874.596026291812,114338.277429369,277705.999900784,0,0,0,0,0,0,0,0,SPECIAL USE
NORTHLAND,YISHUN,0,255861.52214885,86158.0189492851,9715.94874646109,0,13284.0611711713,0,7041.30351969595,275468.306278069,0,0,0,10634.516962108,0,0,279668.527570415,394049.022793109,0,33665.4332412325,0,13246.7218876864,9667.04237397304,26620.7299411987,0,80401.6314159568,0,15517.5751816685,0,0,0,0,0,0,RESIDENTIAL
SPRINGLEAF,YISHUN,0,0,0,4062.69146606576,0,60513.934222914,0,206575.670990807,370884.596118609,0,0,0,2340.99088676717,0,0,0,956435.145267412,0,0,0,0,0,21775.9852179977,0,579089.594176106,0,7532.08176729456,0,0,0,0,0,0,RESIDENTIAL
YISHUN CENTRAL,YISHUN,0,0,0,1088.97264580244,0,47053.6948082694,0,36772.4783593662,89725.2441249682,0,14893.758568155,0,0,44303.5456085228,0,0,0,0,79431.1041976508,0,0,4452.22941287893,0,0,118647.506090225,0,0,0,0,0,0,0,0,RESERVE SITE
YISHUN EAST,YISHUN,0,0,118814.030786975,0,0,36694.5496986101,0,40932.6371615242,259676.873083528,0,4917.85205569348,0,4189.00071127243,7727.00955097772,0,0,1187772.30004146,0,60128.3485322207,0,8821.76891276679,19798.8660230112,8881.45322622046,0,2701.73022407469,0,8189.63605779181,0,0,0,0,0,0,RESIDENTIAL
YISHUN SOUTH,YISHUN,0,0,88775.4725222104,0,0,21635.0317928469,0,164907.319880615,173861.5749471,0,0,0,1993.11320514881,5162.59812691512,0,0,686686.701387814,88532.0278456177,56322.8639782172,0,13916.8000841598,17267.2107981207,14600.5267325276,0,5189.49015631433,0,1317.25695154581,0,0,0,0,0,0,RESIDENTIAL
YISHUN WEST,YISHUN,0,0,148614.655838867,1806.18765090755,0,23759.9514994202,0,76241.7887778191,238419.029266852,0,2043.53517334516,0,3702.64177982401,13771.7450780002,0,0,830924.206742423,14958.0016185004,50384.9658621333,6639.24035430389,12269.698294113,18212.2522255183,55034.0855286764,5211.13677105255,2026.46456962305,0,13747.8022881698,0,0,0,0,0,0,RESIDENTIAL
